text,negative_reason
@united I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?,Ground Service
"@united 

There must be 100 people waiting in line for customer service at DEN to deal with flight Cancelled Flightations.",Ground Service
@united when a 2 hour flight turns into a 3:30 ordeal...sigh,Value For Money
@SouthwestAir I can't begin to tell you how slow my plane's wifi is. I can't even pull up an email.  What am i paying $8 for??,Inflight Entertainment
.@united I appreciate you looking. Can you compensate me on anything for my troubles? Still haven't taken off for a 10:30 am flight,Value For Money
@USAirways thanks for making me check my bag when the space was empty and to the flight attendant for the dirty look http://t.co/9rx5HOmM25,Cabin Staff Service
@USAirways I don't want your sympathy I want someone to make an effort to find my bag,Ground Service
@united compensate us for new clothes bet you won't,Ground Service
"@USAirways  Flight 4454 aircraft at gate, but no crew?  Will be 2+ hours Late Flight to destination. Come on!",Cabin Staff Service
@JetBlue continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. #jetblue,Value For Money
@USAirways is a joke. Stop losing my luggage!,Ground Service
"@AmericanAir just Cancelled Flightled my 7 am flight tomorrow with out informing me at all today, then booked one in 2 days, and no customer service",Value For Money
@AmericanAir thx for showing me that your Twitter appreciates me more than your employees. Sure another airline would like my $1300 #nohotel,Ground Service
@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke,Value For Money
@USAirways @noltnancy What will be is a what may be...what is...sucks. #fail,Ground Service
@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable,Value For Money
@USAirways what happens if it isn't located,Ground Service
"@AmericanAir your definition and mine of 10 min is vastly different. I understand the need to get off the plane for maint, but be honest.",Value For Money
@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!,Cabin Staff Service
@SouthwestAir We've been sitting at the gate for two hours waiting for bags to be loaded... I'm telling Herb.,Value For Money
@united Without baggage for 5 days and can't get an update from Houston airport since Monday. Worst service ever!,Ground Service
"@USAirways booked flight 1mnth ago, seat CONFIRMED, small plane arrived and was not allowed to board bcs no seat, horrible service",Ground Service
@USAirways on delayed flight from Phil to stt and looks like we'll miss the car ferry to at john where our lodging is. Help with housing?,Value For Money
@USAirways There isn't a ticket number...the transaction is still pending.,Ground Service
@USAirways strikes again...lost bags. And two of them. #theworst,Ground Service
@USAirways you keep suggesting people call 800-428-4322 but we just end up on hold for hours. You seriously don't have a better method?!,Ground Service
@JetBlue anything serious I should worry about?,Value For Money
@AmericanAir how do I see your report team?,Ground Service
@united Why do I pay more for Coach Plus to be told preboarding that all overhead bins will be full for me,Ground Service
"@AmericanAir That's a complete cop out! U ask what the issues are, then do nothing about it. How are we supposed to sort the situation now?",Ground Service
@united flight from san fransico to jfk was evacuated why?,Ground Service
@united you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay. Help!,Value For Money
@USAirways 3818 delayed. blue skies all over. #whyisusairALWAYSDELAYED???,Value For Money
@SouthwestAir the last 4 times I've arrived @LASairport our gate has been blocked by a slow to depart plane leading to 30-60 min delays,Value For Money
@united A 3rd party service you use to sell your tickets has ripped me off. Excellent service United is offering.,Ground Service
@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail,Food & Beverages
@USAirways and yet the Flight Attendant argued with me over Exec Plat benefits...,Cabin Staff Service
@AmericanAir two delayed flights today that weren't weather reLate Flightd. Keep up the good work!,Value For Money
"@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!",Ground Service
@united thanks. Just was able to do it on the app myself. Still not customer service to be seen in YYZ,Value For Money
@united 40+ minutes waiting at the gate for the broken jetway. Different gate maybe?,Ground Service
@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,Cabin Staff Service
@JetBlue it says it is now 9:58 you owe me,Value For Money
"@AmericanAir on hold for 3 hours...got an agent, immediately txfd me to change cncdld flight...told it would be 1 min, 80 min Late Flightr, waiting",Ground Service
@SouthwestAir oh and now your company has caused us to lose an entire day of our vacation in Cancun. De Boarded waiting for another plane,Value For Money
"@USAirways 3+ hours on hold... oh, wait, for less than 5 minutes a useless CSR talked to me and put me back on hold for the last 30 minutes.",Ground Service
@USAirways 5203 and we're just sitting 20 feet from an open gate,Value For Money
@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.,Value For Money
"@united you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines",Value For Money
"@JetBlue This is the error message: Paper tickets cannot be serviced on-line.
Please see a JetBlue Crewmember for assistance.",Ground Service
"@united once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming",Value For Money
@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.,Ground Service
@USAirways @AmericanAir Not providing pilots for your flights: is this a new feature of your merger? #efficencies,Cabin Staff Service
@united 3875 to Denver which we are supposed to be boarding right now but has yet to land,Value For Money
"@AmericanAir obviously we did see an agent-booked us for tomorrow morning. No hotel, no transportation. #pregnantwithtwins #stranded #angry",Value For Money
@united I am not digging the new mileage earning plan. I would earn about 1/3 of the miles I do now. Any changes to the award ticket prices?,Ground Service
@USAirways also your employees were LESS then helpful when @Jack_Kairys was checking his bag. Two just left their desks completely (1/2),Cabin Staff Service
@SouthwestAir could you add me to that list? Been on hold for an hour 15,Ground Service
@USAirways Can you help me with a refund.  the phone guy couldn't help.  The website won't let me submit a reply.,Ground Service
@jetblue we never received that $15 credit for inoperable tv's on our SFO &gt; JFK flight 2 weeks ago. never got an email...,Inflight Entertainment
"@united fantastic night of waiting 3 hours for a delayed airplane, only for you to alert us flight is Cancelled Flighted when it lands. #whatstatus",Value For Money
@AmericanAir @travisamex It's not the weather. It's also gross incompetence. Understaffing. Crew forgetting to load bags. Don't duck truth.,Value For Money
@United I'm hoping we don't miss our LAX - ITO connection. Not looking forward to being stuck at LAX overnight with our team....AGAIN!,Value For Money
@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.,Ground Service
@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,Ground Service
"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.",Value For Money
.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.,Ground Service
@united  Serious firing needs to happen at HNL. They broke the wheelchair you loaned me after you broke mine! http://t.co/bT37KyrByJ,Ground Service
@united giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service!,Food & Beverages
"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.",Ground Service
@united where is my bag?? I'm in Mexico about to go build a house &amp; my suitcase never got on my flight from CLE w me. I need it. SAN68059M,Ground Service
"@united thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. Cont…",Ground Service
@JetBlue they booked me for tomorrow. It's $250 higher. My 1st reservation is PGFRYZ. Get me on standby list 4 tonight would help.,Ground Service
@JetBlue I guess you weren't able to do anything to improve the time.. and now it looks even Late Flightr.. going to be a #zombie tomorrow,Value For Money
"@AmericanAir yeah, buy me a @Delta plane ticket from San Diego to Detroit so I can fly one of their planes home tomorrow",Value For Money
@USAirways nothing like back to back delayed flights let hope this one isn't 12 hours like the last time.,Value For Money
@SouthwestAir I'm just calling to Cancelled Flight a flight. I already rebooked it on another card. Just need to Cancelled Flight the previous reservation.,Ground Service
@usairways @AmericanAir LAX connect from term 6 to term 4.  55min layover due to delay. US755-AA2595. Is this realistic? Can 2595 be held?,Value For Money
@JetBlue i only take jetblue to travel and i have to go to maimi next year but you guys dont go to maimi😭 why dont you guys go to maimi???,Ground Service
@united So what do you offer now that my flight was Cancelled Flighted and I'm stranded away from home and work?,Value For Money
@AmericanAir a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!,Cabin Staff Service
.@USAirways I rebooked myself - but Cancelled Flighting flight because crew expired after boarding is unacceptable. You started delaying at 1:30pm.,Value For Money
@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises,Value For Money
"@USAirways I’ve been on hold for 36 minutes now, any time you want to answer the phone that would be great.",Ground Service
@united @bwood we'd prefer everyone hear our complaints amount your airline,Ground Service
@united we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area,Value For Money
@united I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing,Ground Service
"@AmericanAir @NY_NJairports AA1224: 45 mins for Priority bags to arrive, now Late Flight for evening plans! Delta 20 min bag guarantee anyone? :(",Value For Money
"@AmericanAir actually, online indicates the only seating available is at a premium cost..why not allow seat selection at time of purchase",Ground Service
@USAirways Emailed them a week ago and still nothing...,Ground Service
"@USAirways to CLT from JFK nasty planes, dirty seats &amp; floors, rude flight attendants- hopefully AA can get you cleaned up #disgusting #vile",Legroom
"@USAirways never in my life have I dealt with such poor customer service, irresponsible staff and lack of care LGA-IAH day 2, baggage in NC?",Ground Service
@AmericanAir back in UK now no thanks to your staff that wouldn't me or the other passengers stranded. Just laughed at us,Cabin Staff Service
@united customers ✅. Customer service ❌ http://t.co/qP6Aw3nLIP,Ground Service
@USAirways i've been on hold since 11:30pm  need to reschedule my Cancelled Flightled flight for a morning departure tomorrow.  please help!!!!!!,Ground Service
"@JetBlue hey awesome peeps, what's up with flight 1159 from Boston? Delayed 3hrs?",Value For Money
@USAirways #428 delayed due to #frozentoilet #medicalissue #mechanicalissue #dispatchissue We've heard it all! #LetsGo,Value For Money
"@united Midland couldn't get our bags to connect on our Intl flight to Sydney, so have to get em in LA &amp; check em in there.",Ground Service
"@AmericanAir flight 2470 tomorrow, have no idea if we've been rescheduled and can't fix online? Have to talk to an agent yet no one answers?",Ground Service
"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room...",Cabin Staff Service
"@USAirways 4 segments, 4/4 delayed. Gnv &gt; CTL . CTL &gt; JAN . JAN &gt; CTL . CTL &gt; GNV. My year off from flying with you guys was the way to go.",Value For Money
@AmericanAir can you tell me why all flights from XNA 2 DFW are Cancelled Flightled for tomorrow morning already?,Value For Money
@SouthwestAir been on hold to rebook a flight to CMH for 1.5 hrs. Your rebook website is crashed.,Ground Service
@united You can bump me up to Group 3 so I won't be forced to check my bag and wait 30+ minutes at LGA.,Ground Service
@JetBlue once again my flight is delayed. I hope I dont miss my  connecting. Please don't fuck me... I have a girlfriend -_-,Value For Money
@USAirways hello! I never received a confirmation code for my flights (though they are confirmed--so says the automated reply). Any ideas?,Ground Service
@AmericanAir no response to DM or email yet.  customer service?,Ground Service
@jetblue any idea what caused the delay on flight 1316 FLL &gt; Jax ?,Value For Money
"@USAirways Literally all that says is ""Case open""  What good is that to me?",Ground Service
@JetBlue @lopezlaymari what a patronizing response to a legitimate issue,Ground Service
@united We were supposed to board at 605. They just brought the plane from the hanger! WTF did they not know there was a flight?1153 Lax-EWR,Value For Money
@united 2nd time in a row  I've been over charged by 100's of $$ on my plane ticket WHY? #united I shouldn't have to check my CC everytime,Ground Service
@JetBlue love you guys. You know that. But I paid for prem. wifi toplay @vainglorygame. No go. Ping terrible / up too http://t.co/CmjRIWOP7O,Inflight Entertainment
@united yes of course I have.  Is this how you treat customer with no recourse?,Ground Service
@JetBlue on hold for 30 mins placed on hold then hung up on 2nd time in 2 days Only looking for group rates. BOS-SJU 5-12 to 5-19 10 people,Ground Service
@AmericanAir AA 2258 why have you Cancelled Flightled our flight without courtesy of notifying us or alternatives?  Very poor.,Value For Money
@united Back at the Denver airport and ready for round two today. Ready to get home!,Value For Money
@SouthwestAir no but seriously wtf? #nochill http://t.co/esd3XD5V1r,Ground Service
"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU",Value For Money
@united - why am I sitting on this plane for an hour after scheduled takeoff without a cloud in the sky? #keepusguessing #isthisyourfirsttry,Value For Money
@JetBlue serious attitude. I was in the fault for running a tad behind but before she even knew my name or my flight info she ASSURED Me,Cabin Staff Service
@SouthwestAir never got any notification that flight 955 was Cancelled Flighted today. Correct phone # and email on file. Not a happy customer.,Value For Money
@AmericanAir Flight #2390 delayed 14 hours!! No one at #AmericanAirlines counter can tell my husband that he will be on that flight! Help???,Value For Money
@united What's up with the reduction in E+ on 737-900s? 1K who can no longer confirm E+.  Forget upgrades - just want legroom. #unitedfail,Legroom
.@USAirways we have no choice but to pay another $50 to go to the airport in the hopes that we will be treated better by a rep.,Ground Service
@united On flight 1712 to Houston delayed duecto engine trouble. Willl you hold my connection to Argentina at Houston since I'm Late Flight now?,Value For Money
@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...,Ground Service
"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail",Value For Money
@USAirways on hold for 2 hours now have been calling since Monday! I have a flight today need help now!!! #worst #NoExcusesAccepted,Ground Service
@united are you telling me that you are now Cancelled Flighting my flight ??,Value For Money
@united another #DELAYED day. #Delayed outbound. #delayed inbound and now waiting at EWR for a gate to be ready. how is it not ready!??,Value For Money
"@SouthwestAir when I called I was told my bag had made it to PHL, but still has not been delivered or any call from the delivery service",Ground Service
@AmericanAir there's an employee at gate 45 of JFK telling people their bag doesn't fit and needs to be checked when it clearly fits #AA291,Ground Service
@SouthwestAir First there were cockroaches crawling on the counter at the gate and visible mouse traps under the seats at the gate,Legroom
@SouthwestAir we are 2 mins from departure of 4125 and no announced update nor an update to on time status. Everyone just standing. #comeon,Value For Money
@USAirways Oh certainly. And now I have two $275 pending transactions on my bank account. Really happy that I was charged double.,Ground Service
@JetBlue other jfk to Boston flights went off with some delay but not this.  #epicfail,Value For Money
@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,Ground Service
@AmericanAir - I am Platinum.  I am flying USAir and they have stranded me in CLT.  Not answering phones. Did not rebook me.  Please help?,Ground Service
@united I need to talk with an actual person about missing luggage. Please advise on how to make that happen.,Ground Service
@SouthwestAir really shouldn't offer sweeps if your link isn't going to work! B http://t.co/nOfG0TQHYN,Ground Service
@JetBlue waiting for a flight to FL for 1/2 marathon tmrw 4 charity. U bumped us 2a Late Flightr flight &amp; then Cancelled FlightLED IT. How can you fix this?,Value For Money
"@AmericanAir I understand the weather issues. I don't understand how I was not notified of the Cancelled Flightlation, and had to realize it so Late Flight.",Value For Money
"@SouthwestAir @AARP @JimCramer 75yo mom says, ""Hire more staff to accommodate your audience"" You could learn lots from her. She's off to FL",Value For Money
@united I’ve filled out the form twice. No email. I have a lost item code. Can you verify it was received?,Ground Service
@AmericanAir But Eagle is always Late Flight,Value For Money
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Ur60Un86gy,Food & Beverages
"@USAirways after a grt flight to PHX last week,  tonight was terrible. 2.5 hours taxing and you give us water and crackers to compensate.",Food & Beverages
"“@AmericanAir:  ""Jason, you'll end up missing your connection. Please see our DFW agents for assistance.” Nope! Hasn't taken off yet, still!",Value For Money
@AmericanAir thinks it's a good cs to get everyone through the gate for flight 4275 then we wait bc plane not ready http://t.co/rxmjWoo7Qi,Value For Money
@AmericanAir delta rerouted 6 of my bags onto aa977 MIA-CUR. How can I see if they made it onto the flight?,Ground Service
@AmericanAir Not very helpful if my flight is already Cancelled Flightled! What about reFlight Booking Problems? AA has my email and cell - yet no notifications.,Value For Money
@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling,Value For Money
@SouthwestAir can you make a premium wifi that I can pay $30 for that is decent? #slow-fi,Inflight Entertainment
@USAirways but my bag is still missing,Ground Service
@AmericanAir It says on you web site that u fly directly from ORD to DUB. when I try to book it says you do not. Have you stopped ?,Ground Service
"@united its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark",Ground Service
@AmericanAir u cant spell airline and I trusted you to get me home on time and safe you are the worst #gobankrupt http://t.co/aM9CuieWO4,Value For Money
@AmericanAir love how you can't get an agent on the phone and the automated system hangs up on you,Ground Service
@SouthwestAir and currently as im bringing my 3 year old to the bathroom I'm being rushed by the flight attendant.,Cabin Staff Service
@USAirways your delayed flight out of Wilmington made me miss my flight out of Charlotte. Figure out how to take off and arrive on time.,Value For Money
"@SouthwestAir There is no option just to Cancelled Flight? I don't want to change flight, I want to Cancelled Flight.",Ground Service
@JetBlue I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.,Value For Money
@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on,Ground Service
@united how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft? @unfriendly,Value For Money
@USAirways you guys have my luggage in San Jose and were supposed to deliver it to my hotel hours ago!! Please contact me.,Ground Service
"@united  delayed about 8 hours because of missed connections due to mechanical issues on 1st flight. rebooked, but please call me 9148445695",Value For Money
@JetBlue bag is supposedly here in Boston,Ground Service
@USAirways and @FlyKnoxville - bad weather should not be an excuse for not following established luggage procedures. #NoClothesNoInfo,Ground Service
@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa,Ground Service
@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,Ground Service
@united a report was filed with the airport police on 11th and 12th February-I have the police case number if required,Ground Service
@united UA1740 just admit you have no clue when flight will leave Denver. #unfriendlyskies,Value For Money
"@USAirways nope, they just announced we're headed back to the gate.",Value For Money
"@United is officially the worst, most delayed, and least helpful airline I have ever had the misfortune of flying on",Value For Money
@AmericanAir the fact that that rule makes it poor customer service. I can Cancelled Flight/change on @SouthwestAir with no penalty or hoops.,Ground Service
@AmericanAir Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction.,Ground Service
@SouthwestAir it's ok...I forgive you guys.,Value For Money
@SouthwestAir a week after Valentines day..not feeling the #LUV. Going on 11 hrs @BWI and don't my bags aren't even coming w me.,Ground Service
"@USAirways Seriously, flight delay Cinci to Philly due to new ground staff, miss connection to MAN UK and now have to argue for hotel. WTF",Value For Money
@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth,Value For Money
@USAirways we bought our tickets months ago. Had seats together for all 6. Haven't changed flight. Now 4 kids seats are scattered on plane.,Legroom
"@AmericanAir @USAirways ""ma'am if you have a complaint you should visit our customer service desk"" {sees line ~45 people deep}",Ground Service
"@AmericanAir for tomorrow some sites show flight 1642 from ewr Cancelled Flightled, is it?",Value For Money
"@united I received 1 bag last night, I am still missing the other one.",Ground Service
@united why would they make me share a room?,Cabin Staff Service
@JetBlue #1691 out of JFK. no one has info &amp; no answers as to why we boarded the plane. the team is in an awkward spot &amp; everyone is cranky,Cabin Staff Service
@USAirways @rylietolbert15 wow you wouldn't say,Cabin Staff Service
@USAirways great but that still does not help me..,Ground Service
"@AmericanAir Not good enough. No info communicated at any point - just silence. for hours as we sat. Oh, and then seat was broken. #worst",Value For Money
@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous,Value For Money
@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,Ground Service
@united very unhappy at no response to complaint emailed on 2nd Feb ref.8441639. Awful customer service!,Ground Service
@united oh flight was fine. my lost luggage? not so much. looks like I'll be at least a half day Late Flight to my conference in Santa Monica...,Ground Service
"@AmericanAir after waiting for a delayed plane, we sat on the plane for an hour waiting for a Late Flight passenger. That's BS too..",Value For Money
@AmericanAir not to mention its a three hour wait to get an agent on the phone.,Ground Service
"@USAirways holding your passengers hostage during your computer crash is not customer friendly, let us off the plane or get us moving",Value For Money
.@AmericanAir Flight 654 Delayed / Flight 409 You sold my seat / flight 0671 strand me in PHX for three hours. Thanks for the memories 😡😤😖😲😩,Value For Money
@USAirways got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks,Ground Service
"@USAirways asked her why needed to take yellow tag off. She said, ""because I told you to!"" Expect a personal apology from her- unacceptable!",Cabin Staff Service
@AmericanAir I want the flight I have on hold. I don't want a new flight.,Value For Money
@USAirways your customer service stinks. Trying to book a flight for hours now and keep getting hung up on. #usairwayssucks,Ground Service
@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?,Value For Money
"@JetBlue flight1407, it's been a long day! Arrived from London at 11 this morning",Value For Money
"@USAirways so mad I can't even believe  you guys Cancelled Flight my connecting flight after I leave the first stop, &amp; give me a useless hotel voucher",Value For Money
@SouthwestAir now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row. Thank God I'm tiny. 😂💁,Cabin Staff Service
@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M,Ground Service
@united quick response offering assistance but lack of follow through - not really the service I was expecting,Ground Service
"@SouthwestAir husband on hold 2.5 hrs, got disconnected!New wait 30 min. Can't confirm res due to the fact he booked on line! Nuts!",Ground Service
"@AmericanAir it would be awfully nice if you could send an alert when my flight is Cancelled Flighted. No text, no email, no love...",Value For Money
@USAirways or is anyone even responding to social media? AWFUL.,Ground Service
"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv",Inflight Entertainment
@SouthwestAir it would be nice if I could talk to an agent rather than get caught up w/ a promotion &amp; then be hung up on,Ground Service
"@USAirways wow.. Flight Cancelled Flightled, slept on the floor at the airport and now flight delayed",Value For Money
@USAirways @AmericanAir my friends are stranded at KPHL and the representatives there won't even give them food vouchers…any help please?,Food & Beverages
"@AmericanAir my wife's flight is Cancelled Flightled, told to call. No one answers. How do we book a flight? Help us please",Value For Money
@USAirways this is so unacceptable. I'm going for the day. Now most of my day will be sitting on your plane. Not to mention there is no air,Value For Money
@JetBlue supervisor humiliated us and was uncompromising. We were completely blindsided!,Cabin Staff Service
"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?",Value For Money
"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v",Value For Money
@united I will be stunned if my bags are in Hartford with me.  The ORD ground crew only had an hour to move my bags 200 yards,Ground Service
. @united sad that you don't think it is important to resolve your client facing team that behaves disgraceful,Ground Service
@JetBlue can u see what's holding up flt 1002 bags? One bag came out nothing else for 10 minutes,Ground Service
@united #unitedairlines so is it 6:20 pm or 12:20?   ORD ABQ 3709.   I can't even take a walk without missing a change.,Value For Money
@AmericanAir I need HELP!  I'm trying to Cancelled Flight a flight before it takes off but I can't get a hold of ANYONE because all lines are busy.,Ground Service
"@united boarding was decent, 3 useless agents that don't speak English (after 2.5hrs of hold) 6hrs of mech delay not so much",Value For Money
@USAirways not yet. But we will see shortly.,Ground Service
"@AmericanAir its not that, it's the rude agent who wouldn't listen to anything I would say and it clearly fit into the sizer",Cabin Staff Service
@united pls stop sending texts every 15mins saying my flight is delayed another 15mins-It's been 3hrs. I usually defend u but this is lame..,Value For Money
@united they did on a delta flight out of LAX which is why I should be compensated for my rental car there.,Value For Money
"@AmericanAir Flt Cancelled Flighted, rescheduled to bad time. Tried 800# 3hrs. Website states can't do online=useless website. Help?",Value For Money
"@JetBlue If this is customer service, then please call me.",Ground Service
@united you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?,Value For Money
@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle,Value For Money
@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable,Ground Service
@united so many delays today...What's up with that? Hoping my 12:26pm flight boards soon. #United #premier1K,Value For Money
"@AmericanAir If SNA curfew causes diversion, do you provide transportation from LAX? On AA1237 now, pilot not sure if we have time.",Ground Service
@AmericanAir hey flight 5350 in dfw stuck at gate with no gate agent.  Plane full of people missing connections.,Value For Money
@united I have been told twice my issue has been resolved and twice it has not been. And when I write an email it bounces?! #worstservice,Ground Service
@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!,Value For Money
@SouthwestAir no I wasn't. After over an hour was too frustrated and had to hang up.,Ground Service
@AmericanAir but the issue is were waiting on rampers to close the door..only to waste more fuel&amp;likely to be told we need more fuel.#cycle,Value For Money
"@AmericanAir Supervisor M.Robinson just served a lot of attitude, Cancelled Flighted my flight out of spite, then put me back on on #crazybitch",Ground Service
@united what a joke. Hang up on customers!!,Ground Service
@united can you help 689 in Chicago get to a gate. Freezing on a runway seems like a crappy thing to do at 9pm,Value For Money
@USAirways Ten hrs Late Flightr and still here on Army cots @ airport waiting for 11am flight. #poorlyhandled #usairheads http://t.co/18fMr06mn6,Value For Money
@united was told by Supervisor that United disconnected their customer support # so there was nobody to address it now. #igiveup,Ground Service
"@AmericanAir seriously, I do not want to wait 24 hours for a flight when I have to prepare for a family funeral.",Value For Money
"@SouthwestAir no after 75 mins of hold, I finally hung up! Ridiculous wait times. Can you assist in Cancelled Flighting reservation?",Ground Service
@united Terribly disappointed. Confirmed reservation delayed and your cust. service staff was not helpful in finding an alternate solution.,Ground Service
@USAirways rudest crew member experience! Throwing shade and calling out customers. #reachingnewlows,Cabin Staff Service
@united worst customer service experience ever. 40 minutes to get the jetway to the plane at EWR tonight. Flight 354   Disappointed,Ground Service
"@USAirways worst customer service. ticket was 180 and fee is 200 it's ""not worth it"" for them accommodate me given circumstances in BOS",Ground Service
@united completely unacceptable to seat 1st class passenger into middle seat in 38 (not even premium economy),Ground Service
"@AmericanAir got it, so it's just paying extra not to sit in the way back. Awesome. Never again.",Ground Service
@USAirways can you DM please in regards to update on lost bag please.,Ground Service
@united - 3 of 6 First seats open on UA5097. No upgrades processed. Gate agents @yyz said their too busy. Not cool http://t.co/6KpyhckA9l,Legroom
@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican,Cabin Staff Service
@united you hung up on me again.,Ground Service
@USAirways standing in line with 100 people all looking to do the same,Ground Service
.@AmericanAir Advised GAs and pilot of my flight. Too bad no one took action.,Cabin Staff Service
@united Why isn't the flight status updated to delayed UA1532 no board,Value For Money
@united @dfpietra THAT'S your response?  Shaking my head back and forth with a tsk. You can do better-from customer service to your apology,Ground Service
@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,Value For Money
@USAirways no online clearly states I can NOT- It says to call res. I already explained that.,Ground Service
Delta and United aren’t serving snacks unless requested I know that for I work for the Airlines ,Food & Beverages
"@USAirways I was told a ""return call"" by a human",Ground Service
@JetBlue well I'm glad I got up at 5 am so I can sit in an airport.  No place else I'd rather be (not),Value For Money
@USAirways rebooked for Tuesday. Arriving too Late Flight for on Tuesday to start the class. Cancelled Flightled the trip.,Value For Money
@USAirways flight is delayed 5 hours. No reason given. Sure love flying with your airline. #whatajoke,Value For Money
@USAirways needs to get it together in Indy. Only 2 ticket agents and a line to the door. Felt bad for ppl who missed their flights.,Ground Service
@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!,Value For Money
"@AmericanAir 4285. Apparently we’re told, staff on the ground keep promising to come and they don’t.",Cabin Staff Service
@united How do you have a scheduled flight WITH NO CREW? Is there a competent person working at this airline?,Cabin Staff Service
@AmericanAir Cancelled Flightled two flights from Miami to Nashville yesterday and could not get me on a flight for 3-4 days. #Southwestairwasthere,Value For Money
@united that's why I missed my flight. If the flight had been held for 5 minutes I would have made it. I watched it pull away from the gate,Cabin Staff Service
